"","rev.date","rev.sum","rev.rating","rev.title","rev.pros","rev.cons","rev.helpf","rev.id","rev.year","rev.pos","rev.loc","rev.stat"
"60"," Oct 24, 2010","""Dow Jones Indexes Review""","3.0","Former Employee - Anonymous Employee","DJ is ideal for work life trade off. Employees refer to the company as the country club for it's great vacation and schedule flexibility. The benefits have always been very good relative to industry standards.","The major con is salary. Dow Jones starts at the very low end of the scale for entry level and mid career positions.",0,60,2010,"Anonymous Employee","Not Given","Former"
"61"," Dec 13, 2010","""Everybody is stretched to too thin and there's too much favoritism.""","3.0","Current Employee - Anonymous Employee in New York, NY","Flexible work shedules, fair pay. Great for people who want to leave at 5PM sharp. Union mentality persits.","Very political, senior managment thinks they know it all. If you are not a Director or above, your vote does not count.",1,61,2010,"Anonymous Employee","New York, NY","Current"
"62"," Dec 14, 2010","""Great Company history but they have no direction anymore.""","2.0","Former Employee - Solution Sales in New York, NY","Company name can get you in doors","they do not know what they want to be. They are definitely not a sales company, they try to screw sales people out of deals rather then reward them.",1,62,2010,"Solution Sales","New York, NY","Former"
"63"," Dec 22, 2010","""Very political, antiquated, no training or documentation of anything.""","2.0","Current Employee - Product Development in Princeton Junction, Mercer, NJ","Excellent benefits and work life balance","Alot of people are on edge thinking that you're going to steal their job so it's very political and stressful there. You're expected to know exactly how Dow Jones operates without any formal or substantial training. If you question that, be prepared to look incompetent. Hardly any of the procedures, products and services have been documented for internal-external training, business or client support purposes. A very competitive environment where there are alot of fake people. Most of the long time employees will let you know exactly how entitled they feel and how you don't deserve to be there. Be prepared to attend alot of meaningless meetings and to have someone else take credit for your contributions. Non-stop reorganisations and a matrixed org structure makes it hellish to know who does what.",2,63,2010,"Product Development","Princeton Junction, Mercer, NJ","Current"
"64"," Dec 29, 2010","""great learning experience with flexible friendly environment""","3.0","Current Employee - Seniour Software Engineer in Monmouth Junction, NJ","flexible, 35 hours a week, great benefits - health plan and 401k","no bonus, no pension plan. limited growth",0,64,2010,"Seniour Software Engineer","Monmouth Junction, NJ","Current"
"65"," Jan 31, 2011","""Not great""","4.0","Current Employee - Anonymous Employee in New York, NY","Great benefits, great name brand, some very strong middle-managers.","Constant flux over the last 3 years, salary freeze, understaffed.",2,65,2011,"Anonymous Employee","New York, NY","Current"
"66"," Feb 2, 2011","""Going downhill fast""","3.0","Current Employee - Manager in Princeton, NJ","flexibility with work and good work/life balance","Used to be a fun place to work - too many changes is management and corporate culture",2,66,2011,"Manager","Princeton, NJ","Current"
"67"," Feb 11, 2011","""Good place to work for""","4.0","Former Employee - Human Resources Manager in Princeton, NJ","Dow Jones is a good place to work, the benefits and work environment were great.","Dow Jones laid me off in 2009, so I am obviously bitter about that. I noticed that they recently reposted the job that I was in, but never called me, so I guess I wasn't good enough for them. Oh well.",3,67,2011,"Human Resources Manager","Princeton, NJ","Former"
"68"," Feb 21, 2011","""It was a great experience""","5.0","Former Employee - Research Analyst","Dow was filled with many people who really cared about your needs in addition to that they were very friendly.","The food in the cafeteria was quit expensive. Also, communication amongst departments was terrible because everyone was to busy to listen.",1,68,2011,"Research Analyst","Not Given","Former"
"69"," Mar 7, 2011","""Unless you work for the big paper, look out""","2.0","Former Employee - Anonymous Employee","compensation okay, some co-workers relatively friendly","political, matrixed, relatively unsupporting management,",0,69,2011,"Anonymous Employee","Not Given","Former"
